57,28,56,52,68,39,59,61,59,59,6,7,14,15,10,0
19,16,19,41,48,41,23,15,24,28,76,74,70,74,80,2
38,65,72,63,68,70,39,21,20,20,9,11,18,15,8,1
45,26,57,53,54,39,46,60,61,66,5,18,32,17,17,0
46,70,75,59,53,74,30,20,23,18,7,13,17,11,14,1
79,54,58,76,83,67,75,70,75,77,9,10,13,7,8,2
65,65,61,71,64,60,60,60,63,49,9,14,15,13,15,0
59,57,58,76,76,66,74,69,71,72,11,11,23,16,9,2
43,22,65,65,44,58,67,65,67,64,6,11,13,8,10,1
72,50,52,69,74,81,57,59,62,60,9,11,27,11,13,0
73,40,62,70,74,74,67,62,69,70,10,7,12,11,14,1
56,65,68,52,72,68,22,18,29,16,10,12,16,12,14,0
58,71,69,62,79,68,42,20,28,20,11,12,16,14,10,1
45,37,76,49,38,62,68,70,73,65,12,12,13,9,12,1
48,53,57,56,66,62,22,24,18,21,9,13,6,11,5,0
20,19,48,52,60,32,38,49,52,40,8,19,34,19,19,0
46,26,76,71,75,60,74,74,75,74,9,10,22,13,15,2
53,42,67,75,67,69,74,72,74,71,6,16,21,16,14,2
22,20,20,22,27,20,20,18,20,19,64,56,55,62,64,0
62,31,59,70,67,49,65,64,66,65,14,14,46,16,17,1
66,68,80,76,72,83,71,64,74,72,7,9,21,16,14,2
50,49,62,65,55,73,65,62,64,65,8,7,7,6,9,0
51,27,65,58,52,63,64,64,66,67,8,11,14,11,10,1
59,56,57,66,64,72,60,55,59,62,5,13,28,16,10,1
63,51,63,73,49,72,69,68,68,68,5,15,18,8,7,1
9,14,17,15,26,39,19,16,24,17,57,63,51,63,61,0
72,58,62,69,80,65,67,73,73,75,7,16,21,9,10,2
54,42,48,73,78,61,72,65,73,73,9,13,19,14,15,2
66,60,39,68,69,76,40,33,34,28,9,11,17,13,13,1
65,58,57,70,71,70,68,64,70,72,14,14,11,9,9,1
39,18,66,58,53,38,60,62,62,57,11,11,13,7,13,0
40,29,78,58,63,39,68,72,76,74,8,10,13,10,15,2
63,61,66,74,58,69,55,58,63,58,8,16,18,11,15,1
35,23,73,55,55,70,51,63,62,60,15,15,20,15,14,0
45,63,53,64,60,65,51,49,47,47,7,7,13,15,5,0
6,12,24,14,47,16,6,10,9,9,55,64,44,60,50,0
81,45,65,71,44,68,63,57,60,44,6,5,11,15,5,1
13,17,13,16,37,26,13,17,15,17,61,63,61,61,57,0
63,50,76,58,66,40,63,67,66,65,13,9,10,11,5,0
65,65,51,62,81,65,28,23,28,29,5,11,18,13,11,1
60,41,60,64,67,61,62,64,66,68,6,15,23,14,12,0
52,32,51,68,68,71,64,61,61,63,13,14,9,6,15,0
55,55,56,66,62,63,60,42,46,39,9,15,39,18,14,0
53,52,56,67,65,59,63,58,60,54,10,10,11,15,11,0
54,46,47,58,67,50,54,33,46,38,12,9,15,13,13,0
56,65,59,65,73,71,44,41,48,40,13,14,13,7,15,0
55,23,55,57,67,54,63,68,68,73,11,17,39,17,18,1
58,60,61,70,59,74,63,49,54,59,11,16,28,10,15,1
52,52,42,46,78,57,33,24,28,23,12,17,26,14,14,0
35,35,64,59,36,53,62,63,65,63,14,14,12,7,15,0
60,44,58,64,74,68,65,67,64,65,6,7,13,9,11,0
51,45,47,56,68,50,51,56,57,55,6,16,34,18,19,0
39,37,77,65,61,72,73,74,79,74,8,12,15,10,14,2
76,69,68,72,79,78,42,30,41,29,12,15,15,11,15,2
54,21,58,60,67,44,61,63,64,61,11,5,13,7,10,0
24,22,27,28,38,30,29,24,25,18,60,62,56,57,65,0
58,47,57,66,65,72,61,49,56,60,6,10,27,10,13,0
58,53,52,66,69,63,57,51,57,66,6,14,26,12,16,0
52,74,73,63,67,66,30,28,31,33,11,12,13,15,9,1
31,19,64,48,57,27,55,61,62,58,8,16,22,13,15,0
60,55,60,69,68,68,62,53,63,67,9,7,22,11,10,1
64,29,57,65,62,67,62,63,65,64,10,10,8,11,7,0
56,20,62,64,65,35,62,65,64,63,14,15,7,12,5,0
75,72,63,76,75,80,41,34,45,40,11,10,11,9,12,2
60,58,48,60,70,55,25,35,29,28,8,8,9,14,10,0
60,59,71,70,63,65,60,65,62,66,5,11,11,6,13,1
23,14,17,35,49,23,30,19,16,17,66,65,62,67,70,1
44,47,78,63,59,58,69,68,72,67,7,15,26,12,10,2
68,49,42,58,81,70,61,62,67,72,9,10,18,15,8,0
66,50,71,77,52,74,63,54,64,64,9,14,15,15,11,1
25,25,25,29,40,21,26,25,25,25,67,62,74,64,68,0
66,46,50,59,64,68,63,69,68,77,10,18,55,18,17,1
55,42,57,66,65,56,65,63,64,61,11,17,40,16,17,0
38,45,65,49,57,48,60,63,61,61,7,10,20,16,13,0
47,57,62,52,64,60,42,29,28,25,7,15,6,5,12,0
64,36,63,68,81,70,59,70,67,69,8,14,14,15,14,1
72,61,63,66,77,70,65,71,71,77,14,8,14,8,7,2
55,50,62,63,73,68,62,61,64,62,11,10,19,16,15,0
64,69,49,61,76,73,26,24,30,35,8,7,11,12,6,1
14,7,14,20,40,19,22,9,7,7,70,62,55,65,63,0
58,74,64,65,77,74,26,24,28,27,9,8,7,7,10,2
55,58,41,64,69,60,22,39,40,44,14,9,7,7,12,0
50,70,69,62,75,71,41,24,23,23,12,7,14,12,13,1
67,46,60,63,71,40,66,63,65,63,9,8,5,5,8,0
72,40,57,61,76,63,71,72,70,70,8,8,23,10,12,1
19,18,19,33,37,28,24,19,22,20,60,56,61,59,61,0
51,49,62,65,63,71,53,54,62,58,12,12,18,9,14,0
67,62,48,63,76,79,43,53,49,41,12,11,14,11,10,1
50,62,76,75,53,77,78,66,76,67,12,12,14,15,9,2
46,38,67,58,67,40,62,62,67,61,11,8,17,13,14,0
63,32,38,60,77,52,48,19,25,18,6,16,26,16,16,0
30,26,68,46,53,48,68,68,68,65,12,7,5,12,14,1
22,23,21,23,40,20,25,23,22,22,65,60,55,59,75,0
55,61,46,60,86,61,25,20,26,25,4,13,13,15,6,0
73,65,57,69,79,71,35,31,27,24,11,14,16,11,12,2
70,63,47,65,77,71,33,23,30,29,13,6,18,14,9,1
66,42,67,69,78,66,68,69,74,74,11,11,18,10,12,1
50,42,55,66,62,53,61,58,70,59,9,8,16,15,11,1
28,21,67,43,62,58,66,65,67,65,10,7,9,13,6,0
60,36,50,56,62,51,47,60,59,67,6,14,28,15,14,0
67,42,53,64,87,74,61,66,68,71,5,15,12,7,10,1
76,65,62,78,82,85,70,65,76,75,6,6,15,9,8,2
72,51,65,65,74,79,69,74,74,74,10,10,16,15,11,2
67,50,59,69,70,67,66,66,66,67,6,8,16,10,11,1
67,67,58,69,79,75,36,26,38,37,11,11,13,15,13,2
70,31,65,69,73,60,71,78,75,80,11,16,31,11,16,2
60,57,68,61,65,56,56,48,54,59,6,15,29,12,12,0
41,33,58,64,60,58,59,62,67,49,6,13,13,8,12,0
75,66,70,73,80,73,64,65,68,67,13,6,8,9,6,2
66,42,50,66,72,57,58,56,62,58,5,13,6,5,12,0
53,68,83,58,63,75,34,17,26,18,7,10,18,15,9,2
70,47,60,59,86,68,60,69,71,70,6,13,11,15,7,1
41,72,57,57,87,66,41,17,33,22,15,12,10,7,12,1
53,37,65,62,61,33,43,56,69,67,9,16,37,18,17,0
54,52,67,69,63,66,68,67,67,63,8,10,15,10,12,1
19,20,20,36,40,38,26,18,18,20,71,67,73,67,73,1
35,16,43,68,68,60,59,65,68,63,12,11,10,9,16,1
57,71,67,62,66,83,26,28,42,25,13,15,8,9,11,1
60,20,60,54,71,41,51,61,65,62,12,12,16,12,12,0
58,61,50,63,75,64,39,26,34,33,14,12,6,5,8,0
53,44,73,65,66,65,73,68,71,71,13,9,18,15,11,2
61,60,63,64,67,61,54,50,55,53,7,14,42,14,16,0
65,50,65,70,62,73,63,58,60,67,5,15,19,15,9,1
58,29,53,60,63,49,56,59,61,62,5,12,12,6,9,0
51,70,75,58,59,71,40,11,23,19,9,8,25,6,7,1
59,68,64,67,62,66,33,36,42,41,6,13,21,16,11,1
47,36,69,60,55,49,72,74,74,72,7,10,15,10,11,1
51,29,62,63,65,71,69,70,69,67,7,7,6,15,9,1
49,50,50,52,68,53,44,33,39,43,6,17,28,17,17,0
55,46,71,67,71,57,67,74,70,65,6,7,8,9,12,1
56,44,51,60,75,64,31,34,45,32,12,10,10,8,5,0
56,60,48,64,75,64,30,16,16,10,8,18,25,18,13,0
56,49,49,67,62,69,66,51,63,63,12,13,18,15,13,1
46,17,67,58,61,34,56,65,66,65,8,14,18,14,13,0
48,45,78,78,70,63,81,69,79,71,8,14,21,9,11,2
61,64,45,63,85,65,27,28,25,35,4,15,23,11,8,1
30,21,65,47,64,47,65,67,69,64,14,14,14,9,11,0
66,61,51,66,80,60,31,28,34,27,8,15,8,8,7,1
57,36,60,63,62,54,61,57,62,62,7,16,18,15,15,0
62,53,57,56,69,59,31,24,23,20,10,13,19,10,15,0
61,59,48,70,64,62,60,46,52,44,5,7,17,10,15,0
62,57,51,63,76,55,25,27,38,33,5,8,10,9,15,0
18,13,19,35,51,36,19,17,16,18,74,66,65,66,75,1
40,30,56,57,53,37,71,52,52,50,13,14,6,12,9,0
64,65,53,63,74,68,32,32,29,22,13,9,15,13,13,0
19,17,18,21,41,27,24,18,20,14,60,65,55,66,69,0
44,37,59,62,58,50,55,45,62,52,7,13,24,10,13,0
50,45,61,64,53,57,55,58,61,55,11,9,19,14,12,0
17,18,19,34,46,33,26,19,18,16,74,73,70,75,78,2
13,14,23,29,46,26,30,14,24,13,76,72,63,68,72,2
15,12,21,37,35,29,43,12,17,14,69,67,66,67,71,1
54,61,50,63,64,70,57,36,52,43,7,15,14,13,13,0
69,53,72,71,68,72,75,72,71,71,11,10,16,8,13,2
44,43,53,53,67,56,52,46,53,46,14,5,14,7,6,0
54,41,54,63,63,62,57,55,63,52,10,16,18,16,14,0
38,49,55,47,73,57,37,26,31,28,10,14,8,14,13,0
37,42,57,54,56,60,32,25,37,30,8,15,29,18,17,0
64,40,57,64,76,57,61,61,67,68,4,12,13,12,8,0
67,44,68,71,58,47,67,69,71,69,8,7,23,15,13,1
66,59,32,73,72,61,63,58,54,53,9,14,44,12,16,1
29,22,64,61,57,60,67,70,69,67,7,15,8,12,13,1
71,48,61,63,69,64,62,63,70,70,5,13,25,13,15,1
43,62,64,62,52,79,64,48,59,57,7,10,8,6,14,0
51,30,64,58,67,53,58,65,68,74,7,13,5,12,11,1
56,38,68,64,71,65,72,75,76,77,14,13,17,5,14,2
71,60,57,68,60,69,32,31,49,42,11,14,17,13,9,0
60,43,76,72,55,69,67,58,69,65,11,15,16,14,9,2
18,17,17,26,38,28,27,20,17,15,63,66,64,67,68,0
61,58,59,56,67,70,35,33,41,30,5,16,17,16,8,0
67,67,64,68,88,68,41,20,24,23,10,11,15,12,11,2
46,18,62,45,59,40,68,68,68,66,7,16,29,17,15,1
65,69,53,64,85,68,33,28,31,22,11,5,12,6,8,1
57,49,61,65,61,66,64,58,64,60,5,8,17,11,16,0
63,46,61,73,76,38,72,70,72,73,15,5,14,11,15,1
43,28,39,62,57,37,55,49,53,49,11,14,6,12,8,0
53,52,45,73,66,74,75,58,70,62,10,11,20,12,9,1
64,68,53,70,78,70,32,25,26,31,13,13,8,12,13,1
45,36,75,68,62,45,75,74,74,80,5,12,17,8,13,2
17,17,17,20,45,21,28,17,17,15,77,66,67,67,76,2
60,50,53,73,60,71,68,47,53,50,7,14,9,10,15,1
44,72,75,63,61,77,27,21,21,21,13,9,5,7,11,2
48,28,70,56,47,47,70,69,69,67,6,10,21,16,16,1
66,77,78,68,71,82,43,28,36,28,8,15,6,15,15,2
56,50,67,69,64,70,69,61,65,69,11,15,16,9,8,0
32,29,72,55,32,54,65,68,70,68,13,9,13,9,5,1
54,73,67,66,77,73,15,21,23,21,13,13,16,12,9,1
41,69,74,54,66,69,40,18,22,13,6,17,29,15,14,1
67,75,74,73,85,74,28,21,33,29,7,11,11,12,16,2
68,64,39,79,56,62,46,23,31,22,6,15,11,15,8,2
67,62,53,71,82,71,64,53,54,52,15,5,9,14,12,1
60,44,52,73,68,61,70,68,74,71,12,12,17,11,12,1
33,57,77,80,65,64,83,74,78,71,5,5,11,8,7,2
40,28,76,52,56,61,61,69,71,71,8,9,15,11,11,1
61,55,47,66,69,63,37,44,48,37,6,10,9,14,6,0
54,34,48,61,61,59,57,61,64,53,7,11,20,9,16,0
25,25,25,22,26,25,23,25,25,25,56,57,51,47,63,0
49,42,40,60,61,59,50,45,52,41,6,13,19,11,9,0
62,36,62,72,71,51,75,75,75,75,9,7,13,7,13,2
60,22,69,66,62,42,74,75,77,80,13,16,22,13,11,2
57,18,54,53,65,31,51,53,57,60,5,13,19,7,14,0
66,48,53,66,86,76,68,66,66,63,11,9,12,6,13,1
45,67,67,57,71,69,32,25,45,30,14,8,6,5,12,0
22,22,22,31,52,22,26,24,24,24,70,57,52,58,71,0
50,20,55,55,64,28,50,62,68,67,9,15,9,6,11,0
49,40,72,51,60,40,74,69,69,67,9,15,14,9,10,1
55,47,38,59,61,60,51,50,49,45,13,13,12,7,8,0
61,67,45,61,78,60,41,22,22,20,8,10,8,7,9,1
55,39,32,59,75,48,28,22,22,22,15,12,5,5,5,0
55,32,74,68,57,61,76,78,81,81,12,13,15,10,7,2
23,23,22,23,44,22,25,24,22,23,65,56,58,56,65,0
59,42,48,69,67,59,63,54,60,61,8,12,23,16,12,0
47,26,60,58,52,39,67,71,70,65,14,12,26,17,17,1
71,58,53,70,69,66,37,30,33,37,7,15,21,8,15,1
72,67,58,74,77,74,68,62,65,63,6,11,20,11,12,2
40,28,58,44,65,43,59,67,65,69,4,8,11,11,9,1
66,48,54,62,67,66,55,55,59,56,12,11,15,10,14,0
37,21,71,59,55,54,57,60,67,64,9,11,22,13,11,0
36,68,79,48,69,77,14,34,28,25,15,9,10,15,12,1
44,71,53,55,80,74,37,32,35,24,13,16,15,13,14,0
67,61,61,81,65,81,74,64,71,68,7,12,14,6,7,2
29,44,42,29,73,42,25,19,18,10,6,17,29,18,19,0
60,63,52,63,72,52,35,51,48,38,14,15,7,10,8,0
71,65,55,74,66,63,54,26,39,39,7,13,16,12,9,1
60,68,55,63,86,69,49,35,31,33,8,10,17,13,17,1
62,29,57,62,64,63,57,63,66,56,14,7,17,10,14,0
72,61,38,69,78,71,42,30,38,32,15,7,8,8,6,2
67,66,57,68,84,73,34,32,29,25,9,16,17,15,8,2
65,62,61,73,71,69,66,58,60,51,12,14,21,14,14,2
33,38,64,53,47,57,59,65,61,61,5,12,25,16,13,0
64,37,58,64,68,61,66,66,67,67,7,17,26,14,13,1
46,32,53,48,62,45,63,59,59,56,15,12,9,15,9,0
18,21,20,27,43,35,23,19,19,17,73,67,60,68,72,1
64,54,55,71,63,61,54,49,57,51,6,12,14,15,6,0
57,38,54,64,60,63,57,54,59,45,13,9,20,10,12,0
35,70,63,54,60,72,35,22,34,30,12,13,18,7,10,1
18,15,20,39,51,41,39,15,18,20,68,65,62,65,69,1
48,43,69,60,60,36,72,76,75,74,10,14,21,12,13,2
26,21,44,25,51,51,44,65,62,71,6,12,14,14,12,0
58,57,43,61,80,64,45,46,51,38,12,15,18,15,11,0
52,44,58,61,60,62,52,57,59,56,7,12,11,10,7,0
63,45,51,62,70,65,45,55,61,58,10,8,20,16,8,0
53,31,66,61,39,64,63,62,63,65,14,12,5,15,11,0
16,16,16,19,38,26,23,16,14,13,61,48,41,53,61,0
21,20,20,33,47,31,21,21,21,23,67,59,61,58,68,0
65,52,47,64,74,65,61,68,70,67,8,16,17,11,11,0
69,58,38,72,64,69,53,38,34,25,12,12,21,9,11,1
17,15,18,34,39,25,23,16,16,16,73,67,56,68,76,1
62,72,75,79,77,75,78,75,76,71,15,15,10,5,7,2
